"agerev10_id","agerev10_lib","dipl_id","dipl_lib","cneetud_is_cneres","c1","c2","c3","c6","c4","c5","cpt_ind","type_equi","type_etab"
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","Y","N","19","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","Y","Y","120","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","N","N","N","N","N","11","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","N","Y","N","N","N","1","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","N","N","N","N","2","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","N","N","N","6","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","N","Y","N","22","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","Y","N","N","4","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","Y","Y","N","25","",""
"18","18-24 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","Y","Y","Y","96","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","N","N","Y","Y","N","N","1","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","N","N","N","N","N","5","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","N","N","Y","N","N","2","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","N","Y","Y","N","N","4","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","N","N","N","N","2","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","N","N","N","2","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","N","Y","N","3","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","N","Y","Y","1","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","N","N","12","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","Y","N","6","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","Y","Y","109","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","N","N","N","N","N","6","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","N","Y","N","N","N","1","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","N","N","N","N","2","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","N","Y","N","5","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","N","N","3","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","Y","N","8","",""
"18","18-24 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","Y","Y","40","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","N","N","N","N","N","6","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","N","N","N","Y","Y","1","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","N","N","Y","N","N","3","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","N","Y","Y","N","N","3","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","N","N","N","N","2","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","N","Y","N","N","4","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","N","N","N","15","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","N","Y","N","17","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","N","Y","Y","5","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","N","N","22","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","N","Y","1","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","Y","N","23","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","Y","Y","130","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","N","N","N","N","N","14","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","N","N","Y","N","N","1","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","N","N","N","N","3","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","N","N","N","1","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","N","Y","N","11","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","Y","N","N","8","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","Y","Y","N","19","",""
"18","18-24 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","Y","Y","Y","91","",""
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","N","N","N","N","N","15","",""
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","N","N","N","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","N","Y","N","6","",""
"18","18-24 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","Y","Y","N","N","N","N","N","9","",""
"18","18-24 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","Y","Y","N","N","N","N","N","2","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","N","N","N","N","N","6","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","N","N","N","N","6","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","N","N","N","3","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","N","Y","N","5","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","Y","Y","N","2","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","Y","Y","Y","18","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","N","N","N","N","N","6","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","N","N","N","N","1","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","Y","N","Y","N","2","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","Y","Y","Y","N","1","",""
"18","18-24 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","Y","Y","Y","Y","17","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","N","N","Y","N","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","N","Y","Y","N","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","N","N","N","N","2","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","N","N","N","3","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","N","Y","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","Y","N","N","2","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","Y","Y","N","4","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","Y","Y","Y","31","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","N","N","N","N","N","3","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","N","Y","N","N","N","3","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","N","N","N","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","N","N","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","Y","N","N","1","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","Y","Y","N","6","",""
"18","18-24 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","Y","Y","Y","18","",""
"25","25-29 ans","1","Pas de scolarit?","Y","Y","Y","Y","Y","Y","Y","1","",""
"25","25-29 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","N","N","N","N","N","1","",""
"25","25-29 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","N","N","N","N","1","",""
"25","25-29 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","Y","N","1","",""
"25","25-29 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","Y","Y","2","",""
"25","25-29 ans","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","Y","Y","Y","1","",""
"25","25-29 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","N","N","N","2","",""
"25","25-29 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","Y","Y","2","",""
"25","25-29 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","N","N","N","N","1","",""
"25","25-29 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","Y","N","1","",""
"25","25-29 ans","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","Y","Y","1","",""
"25","25-29 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","N","N","N","1","",""
"25","25-29 ans","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","Y","Y","3","",""
"25","25-29 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","N","Y","N","2","",""
"25","25-29 ans","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","Y","Y","Y","4","",""
"25","25-29 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","Y","Y","N","N","N","N","N","1","",""
"25","25-29 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","Y","Y","N","N","N","N","N","3","",""
"25","25-29 ans","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","Y","Y","N","N","N","N","N","3","",""
"25","25-29 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","Y","N","Y","1","",""
"25","25-29 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","Y","Y","Y","3","",""
"25","25-29 ans","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","Y","Y","Y","Y","3","",""
"25","25-29 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","Y","Y","Y","3","",""
"25","25-29 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","N","N","N","N","2","",""
"25","25-29 ans","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","Y","Y","Y","2","",""
"30","30 ans ou plus","1","Pas de scolarit?","N","Y","Y","Y","Y","Y","Y","2","",""
"30","30 ans ou plus","1","Pas de scolarit?","Y","Y","N","N","N","N","N","1","",""
"30","30 ans ou plus","1","Pas de scolarit?","Y","Y","N","N","Y","N","N","1","",""
"30","30 ans ou plus","1","Pas de scolarit?","Y","Y","Y","Y","Y","Y","Y","4","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","N","Y","N","N","N","N","N","2","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","N","Y","Y","N","N","N","N","6","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","N","Y","Y","Y","N","Y","N","1","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","N","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","N","Y","Y","Y","Y","Y","Y","11","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","Y","Y","N","N","N","N","N","7","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","Y","Y","Y","N","N","N","N","4","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","Y","Y","Y","Y","N","Y","N","1","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","Y","Y","Y","Y","Y","Y","N","4","",""
"30","30 ans ou plus","11","Certificat d'?tudes primaires","Y","Y","Y","Y","Y","Y","Y","2","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","N","N","N","N","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","N","N","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","N","Y","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","N","Y","Y","Y","Y","Y","Y","6","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","N","N","N","N","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","N","N","N","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","N","N","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","12","BEPC, brevet ?l?mentaire, brevet des coll?ges","Y","Y","Y","Y","Y","Y","Y","2","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","N","N","N","N","N","7","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","N","N","N","N","8","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","N","N","1","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","N","Y","Y","Y","Y","Y","Y","22","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","N","N","N","N","N","3","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","N","N","Y","N","N","1","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","N","Y","N","N","N","1","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","N","Y","N","2","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","N","N","1","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","Y","N","4","",""
"30","30 ans ou plus","13","Certificat d'aptitudes professionnelles,  brevet de compagnon","Y","Y","Y","Y","Y","Y","Y","5","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","N","Y","N","N","N","N","N","2","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","N","Y","Y","N","N","N","N","1","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","N","Y","Y","Y","Y","Y","Y","7","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","Y","N","N","N","N","N","N","1","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","Y","Y","N","N","N","N","N","3","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","Y","Y","Y","N","N","N","N","3","",""
"30","30 ans ou plus","14","Brevet d'?tudes professionnelles","Y","Y","Y","Y","Y","Y","Y","9","",""
"30","30 ans ou plus","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","N","N","N","N","1","",""
"30","30 ans ou plus","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","Y","Y","N","N","2","",""
"30","30 ans ou plus","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","Y","N","N","N","N","N","N","1","",""
"30","30 ans ou plus","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","Y","Y","N","N","N","N","N","4","",""
"30","30 ans ou plus","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","Y","Y","N","N","N","N","N","1","",""
"30","30 ans ou plus","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","Y","Y","Y","N","N","N","N","1","",""
"30","30 ans ou plus","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","Y","Y","N","N","N","N","N","3","",""
"30","30 ans ou plus","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","Y","Y","Y","N","N","N","N","1","",""
"30","30 ans ou plus","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","Y","Y","Y","Y","N","N","N","1","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","N","N","N","N","N","N","1","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","N","N","N","N","N","2","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","N","N","N","N","3","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","N","N","N","1","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","N","Y","Y","Y","Y","Y","Y","16","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","N","N","N","N","N","5","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","N","N","N","N","3","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","Y","Y","Y","N","8","",""
"30","30 ans ou plus","2","Aucun dipl?me mais scolarit? jusqu'en ?cole primaire ou au coll?ge","Y","Y","Y","Y","Y","Y","Y","1","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","N","N","N","N","1","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","Y","Y","N","1","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","N","Y","Y","Y","Y","Y","Y","6","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","N","N","N","N","N","2","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","N","Y","N","2","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","Y","N","N","1","",""
"30","30 ans ou plus","3","Aucun dipl?me mais scolarit? au del? du coll?ge","Y","Y","Y","Y","Y","Y","Y","2","",""
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","N","N","N","N","1","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","N","N","N","1","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","N","Y","N","4","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","N","Y","Y","1","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","Y","Y","N","4","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","Y","Y","Y","21","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","Y","N","Y","N","1","","23"
"15","15-17 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","Y","Y","Y","Y","16","","23"
"15","15-17 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","N","N","N","N","N","1","","23"
"15","15-17 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","Y","Y","N","Y","N","2","","23"
"15","15-17 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","Y","Y","Y","Y","Y","8","","23"
"15","15-17 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","Y","Y","Y","Y","Y","Y","N","3","","23"
"15","15-17 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","Y","Y","Y","Y","Y","Y","Y","2","","23"
"15","15-17 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","N","Y","Y","N","N","N","N","1","","23"
"15","15-17 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","N","Y","Y","Y","N","N","N","1","","23"
"15","15-17 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","N","Y","Y","Y","Y","Y","N","2","","23"
"15","15-17 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","N","Y","Y","Y","Y","Y","Y","4","","23"
"15","15-17 ans","17","Dipl?me universitaire de 1er cycle, BTS, DUT, dipl?me des professions sociales ou de sant?, d'infirmier(?re)","Y","Y","Y","Y","Y","Y","Y","5","","23"
"15","15-17 ans","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","N","Y","Y","Y","N","Y","Y","1","","23"
"15","15-17 ans","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","N","Y","Y","Y","Y","N","N","1","","23"
"15","15-17 ans","18","Dipl?me universitaire de 2?me ou 3?me cycle (y compris m?decine, pharmacie, dentaire), dipl?me d'ing?nieur, d'une grande ?cole, doctorat, etc.","Y","Y","Y","Y","Y","Y","Y","3","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","N","N","N","N","N","20","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","N","N","N","N","1","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","N","Y","N","N","1","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","N","N","N","1","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","N","Y","N","5","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","N","Y","Y","2","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","Y","N","N","10","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","Y","N","Y","1","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","Y","Y","N","14","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","N","Y","Y","Y","Y","Y","Y","293","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","Y","N","Y","N","5","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","Y","Y","Y","N","17","","23"
"18","18-24 ans","15","Baccalaur?at g?n?ral, brevet sup?rieur","Y","Y","Y","Y","Y","Y","Y","390","","23"
"18","18-24 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","N","N","N","N","N","9","","23"
"18","18-24 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","N","N","Y","N","N","4","","23"
"18","18-24 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","N","Y","Y","N","N","3","","23"
"18","18-24 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","Y","N","N","N","N","1","","23"
"18","18-24 ans","16","Bac technologique ou professionnel, brevet professionnel ou de technicien, BEC, BEI, BEH, capacit? en droit","N","Y","Y","N","Y","N","N","6","","23"
